,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
23907,1,0,0,0,5,0,0,204800,9,0,4,1048576,32768,124828,0,0
23908,1,0,0,0,4,0,0,0,5,12,4,1048576,0,0,0,0
23909,1,0,0,0,4,0,0,111368,5,0,5,1048576,0,38324,0,0
23910,1,0,0,1,4,256,0,0,6,0,5,1048576,0,568696,0,0
23911,1,0,0,9,6,305444,100,0,9,0,3,0,0,2136,0,0
23912,1,0,0,1,4,0,0,0,2,6,7,2097152,0,10240,0,0
23913,1,0,0,0,5,0,0,0,43,169,4,1048576,0,0,0,0
23914,1,0,0,0,5,0,0,57344,10,0,5,1048576,32832,1324,0,0
23915,1,28,4208,0,4,125600,71,4096,7,10,4,1048576,0,1000,0,0
23916,1,0,0,10,6,402720,156,0,7,0,3,0,0,1108,0,0
23917,1,28,4364,0,5,0,0,4096,7,0,3,1048576,33088,672830,0,0
23918,1,0,0,9,4,0,0,0,6,0,4,1048576,0,23664,0,0
23919,1,0,0,10,9,0,0,0,5,0,3,1048576,0,2312,0,0
23920,1,0,0,0,4,0,0,12288,5,12,4,1048576,0,996,0,0
23921,1,0,0,0,4,0,0,172032,6,0,4,1048576,0,16136,0,0
23922,1,0,0,5,9,408256,68,0,7,0,3,0,0,2444,0,0
23923,1,0,0,5,4,0,0,4096,6,0,3,1048576,0,2124,0,0
23924,1,0,0,6,1,0,0,0,2,25,8,1048576,32768,10752,0,0
23925,1,0,0,0,4,0,0,56136,2,50,4,1048576,0,2484,0,0
23926,1,28,33888,0,5,0,0,53248,9,0,5,1048576,33088,45688,0,0
23927,1,0,0,0,5,0,0,32768,10,0,6,1048576,32768,15328,1,0
23928,1,0,0,0,4,171024,185,167936,8,0,5,1048576,64,1272,0,0
23929,1,28,34976,0,5,0,0,69632,9,0,6,1048576,33088,46024,0,0
23930,1,0,0,7,6,432336,68,0,8,0,3,0,0,2052,0,0
23931,1,0,0,0,4,0,0,0,5,12,8,1048576,0,81852,0,0
23932,1,0,0,0,4,491520,149,0,2,25,8,0,1,27136,0,0
23933,1,0,0,0,4,64704,87,53248,8,0,5,1048576,0,19716,0,0
23934,1,0,0,0,5,0,0,0,9,0,4,4194304,32768,221164,0,0
23935,1,28,41088,0,4,69520,101,40960,8,0,8,1048576,0,13528,0,0
23936,1,28,4144,0,5,0,0,4096,10,0,6,1048576,768,1168,0,0
23937,1,0,0,0,4,0,0,16564,5,2,4,1048576,0,0,0,0
23938,1,0,0,0,4,0,0,212992,6,0,6,1048576,0,42124,0,0
23939,1,28,217088,0,5,28672,109,0,242,255,9,1048576,0,16,0,0
23940,1,28,111040,0,5,0,0,110592,9,0,4,1048576,32768,117432,0,0
23941,1,0,0,0,4,0,0,0,6,0,3,1048576,0,1240,0,0
23942,1,0,0,0,4,0,0,225280,6,0,4,1048576,0,24200,0,0
23943,1,0,0,0,4,0,0,16384,5,12,4,1048576,0,816,0,0
23944,1,0,0,0,5,0,0,196608,9,0,4,1048576,32768,122424,0,0
23945,1,0,0,0,5,0,0,4096,9,0,4,1048576,0,688,0,0
23946,1,0,0,1,4,0,0,0,2,9,7,2097152,0,227840,0,0
23947,1,28,35056,0,5,0,0,65536,9,0,5,1048576,33088,36128,0,0
23948,1,0,0,0,4,0,0,16384,8,0,6,1048576,0,5496,0,0
23949,1,0,0,0,4,0,0,282080,2,50,9,1048576,0,20568,0,0
23950,1,0,0,0,4,0,0,8192,5,12,4,1048576,0,811248,0,0
23951,1,0,0,0,4,0,0,0,2,25,8,1048576,0,69944,0,0
23952,1,28,4656,5,5,0,0,4096,7,10,3,262144,33792,283332,0,0
23953,1,28,94208,0,8,145836,91,49152,35,26,11,1048576,0,1932,0,0
23954,1,0,0,0,5,0,0,131072,9,0,4,1048576,32768,776,0,0
23955,1,0,0,10,7,350580,100,0,8,0,3,0,0,2104,0,0
23956,1,0,0,5,5,465968,144,372736,11,0,5,1048576,64,16,0,0
23957,1,0,0,8,8,411192,128,0,5,0,3,0,0,1384,0,0
23958,1,0,0,0,4,0,0,0,6,0,2,1048576,0,1120,0,0
23959,1,0,0,9,6,382032,96,0,5,0,3,0,0,848,0,0
23960,1,0,0,9,8,0,0,0,8,0,3,1048576,0,2396,0,0
23961,1,0,0,0,5,0,0,94208,8,3,5,262144,33088,0,0,0
23962,1,28,40992,0,4,71584,193,40960,11,0,5,1048576,0,57840,0,0
23963,1,0,0,7,5,412460,68,0,6,0,3,0,0,2648,0,0
23964,1,0,0,8,8,255124,112,254912,8,3,3,0,0,4956,0,0
23965,1,0,0,0,5,0,0,0,10,0,3,1048576,32768,440,0,0
23966,1,0,0,5,5,370656,144,339968,11,0,5,1048576,64,16,0,0
23967,1,0,0,5,5,504496,144,356352,11,0,5,1048576,64,16,0,0
23968,1,0,0,0,4,31664,76,4096,7,10,5,1048576,0,18264,0,0
23969,1,0,0,1,4,0,0,373100,2,24,8,2097152,0,0,0,0
23970,1,0,0,0,4,0,0,4096,6,0,4,1048576,0,2396,0,0
23971,1,0,0,1,4,0,0,0,6,0,3,1048576,0,1592,0,0
23972,1,0,0,0,5,0,0,196608,9,0,3,1048576,32768,54768,0,0
23973,1,0,0,0,4,44800,435,4096,10,0,5,1048576,33088,49102,0,0
23974,1,0,0,9,6,305540,128,0,8,0,3,0,0,2232,0,0
23975,1,0,0,0,5,0,0,221184,10,0,4,1048576,32768,17224,0,0
23976,1,0,0,0,4,16384,66,4096,8,0,4,1048576,0,148516,0,0
23977,1,0,0,7,5,347016,64,0,6,0,3,0,0,2592,0,0
23978,1,0,0,0,5,0,0,0,2,25,4,1048576,3,56560,0,0
23979,1,28,28672,0,4,33472,337,90920,8,0,7,1048576,0,0,0,0
23980,1,0,0,0,4,0,0,0,6,0,3,1048576,0,3232,0,0
23981,1,0,0,5,5,451296,144,389120,11,0,5,1048576,64,16,0,0
23982,1,0,0,0,4,0,0,57344,6,0,4,1048576,0,60856,0,0
23983,1,0,0,0,4,0,0,0,2,25,8,1048576,0,42496,0,0
23984,1,0,0,0,5,0,0,290816,10,0,4,1048576,32768,18640,0,0
23985,1,0,0,0,4,31632,71,4096,7,10,5,1048576,0,58888,0,0
23986,1,28,4256,0,4,128896,71,4096,7,10,4,1048576,0,2224,0,0
23987,1,0,0,10,5,0,0,0,8,0,6,1048576,0,57608,0,0
23988,1,0,0,0,4,114896,100,114688,8,0,5,1048576,64,92090,0,0
23989,1,0,0,0,4,0,0,61440,6,0,4,1048576,0,188640,0,0
23990,1,0,0,10,7,284544,68,0,5,1,3,0,0,1700,0,0
23991,1,0,0,0,4,106496,87,0,2,25,7,0,1,4096,0,0
23992,1,0,0,0,4,0,0,0,9,0,3,1048576,0,7104,0,0
23993,1,28,24576,0,5,25024,347,266672,9,0,6,1048576,0,976,0,0
23994,1,0,0,5,4,0,0,80380,2,50,4,1048576,0,15042,0,0
23995,1,0,0,5,8,335872,65,0,9,0,10,0,0,47964,0,0
23996,1,0,0,8,10,284904,68,0,5,3,3,0,0,2060,0,0
23997,1,0,0,0,4,0,0,152428,2,50,10,1048576,0,13316,0,0
23998,1,0,0,1,4,0,0,4096,6,0,3,1048576,0,277696,0,0
23999,1,0,0,9,6,411776,68,0,9,0,3,0,0,1972,0,0
24000,1,0,0,0,4,0,0,42164,2,50,5,1048576,0,148892,0,0
24001,1,0,0,0,4,0,0,49152,8,0,5,1048576,0,936,0,0
24002,1,0,0,0,4,34512,71,4096,7,10,5,1048576,0,58888,0,0
24003,1,0,0,8,9,288916,132,0,7,0,3,0,0,1992,0,0
24004,1,0,0,0,5,0,0,77824,10,0,4,1048576,33024,1372,0,0
24005,1,0,0,6,7,0,0,330612,6,0,3,1048576,0,2832,0,0
24006,1,28,32768,0,13,150624,4829,118784,39,30,10,1048576,0,23040,0,0
24007,1,0,0,5,5,402528,144,356352,11,0,5,1048576,64,16,0,0
24008,1,0,0,0,4,0,0,0,2,25,8,1048576,0,340,0,0
24009,1,0,0,0,4,0,0,0,5,12,6,1048576,0,119528,0,0
24010,1,0,0,0,5,0,0,303104,9,0,4,1048576,32768,38496,0,0
24011,1,0,0,0,5,0,0,57344,9,0,7,1048576,32768,249860,0,0
24012,1,28,12496,0,4,0,0,16384,8,0,4,1048576,32768,20040,0,0
24013,1,28,4176,0,5,0,0,4096,10,0,3,1048576,33536,696,0,0
24014,1,0,0,6,10,0,0,0,6,0,5,1048576,0,13268,0,0
24015,1,0,0,8,8,256348,68,0,6,0,3,0,0,6232,0,0
24016,1,0,0,0,5,0,0,40960,9,0,7,1048576,32768,76392,0,0
24017,1,28,28672,0,4,33616,337,91204,8,0,7,1048576,0,0,0,0
24018,1,0,0,0,1,0,0,0,2,25,8,1048576,0,17408,0,0
24019,1,0,0,0,4,0,0,32768,7,0,4,1048576,0,171648,0,0
24020,1,0,0,44,4,0,0,0,6,0,6,1048576,0,3432,0,0
24021,1,0,0,5,5,450912,144,335872,11,0,5,1048576,64,16,0,0
24022,1,17,285212672,0,5,0,4369,65536,10,0,4,1048576,4369,483888,0,0
24023,1,0,0,0,5,0,0,204800,9,0,4,1048576,32768,127628,0,0
24024,1,0,0,8,7,394568,100,0,9,0,3,0,0,1144,0,0
24025,1,0,0,0,5,0,0,172032,9,0,6,1048576,0,632,0,0
24026,1,0,0,5,5,481376,144,364544,11,0,5,1048576,64,16,0,0
24027,1,0,0,0,5,0,0,20480,10,0,4,1048576,32768,42424,0,0
24028,1,0,0,0,5,0,0,0,51,227,4,1048576,0,0,0,0
24029,1,0,0,6,9,0,0,0,7,0,3,1048576,0,2292,0,0
24030,1,0,0,0,5,0,0,57344,9,0,4,1048576,32768,57496,0,0
24031,1,0,0,0,4,0,0,12288,5,12,4,1048576,0,175388,0,0
24032,1,28,34720,9,5,0,0,69632,9,0,5,1048576,32832,91944,0,0
24033,1,0,0,0,5,0,0,200704,10,0,5,1048576,32768,2430,0,0
24034,1,0,0,0,5,0,0,204800,9,0,4,1048576,32768,124504,0,0
24035,1,0,0,8,4,0,0,4096,6,0,3,1048576,0,146296,0,0
24036,1,0,0,0,4,0,0,8192,8,0,3,1048576,34112,786828,0,0
24037,1,0,0,0,4,17616,109,4096,8,0,4,1048576,0,920,0,0
24038,1,0,0,0,4,0,0,8192,8,0,3,1048576,34112,24956,0,0
24039,1,0,0,0,4,0,0,8192,5,12,4,1048576,0,26304,0,0
24040,1,0,0,0,5,0,0,98304,10,0,4,1048576,32768,11492,0,0
24041,1,0,0,1,4,0,0,4096,6,0,3,1048576,0,86056,0,0
24042,1,0,0,10,7,395288,116,0,7,0,3,0,0,1820,0,0
24043,1,28,104224,0,4,0,0,102400,6,0,5,1048576,0,2632,0,0
24044,1,0,0,0,5,0,0,225280,9,0,4,1048576,0,0,0,0
24045,1,0,0,0,5,0,0,32768,9,0,5,1048576,33024,189832,0,0
24046,1,0,0,10,9,412144,68,0,8,0,3,0,0,2340,0,0
24047,1,0,0,5,7,342588,100,0,8,0,3,0,0,2296,0,0
24048,1,0,0,6,4,0,0,28672,6,0,6,1048576,32768,17312,0,0
24049,1,0,0,0,5,0,0,69632,10,0,4,1048576,33024,1312,0,0
24050,1,0,0,10,6,0,0,0,5,0,6,1048576,0,30304,0,0
24051,1,28,24576,0,4,0,0,33084,8,0,6,1048576,0,54280,0,0
24052,1,0,0,0,5,0,0,159744,9,0,5,1048576,32768,307564,1,0
24053,1,28,12504,0,4,0,0,16384,8,0,3,1048576,32768,18168,0,0
24054,1,0,0,9,9,0,0,0,8,0,9,1048576,0,18040,0,0
24055,1,0,0,0,4,17472,68,4096,8,0,4,1048576,0,928,0,0
24056,1,28,81984,0,4,97472,193,81920,8,0,5,1048576,0,33760,0,0
24057,1,0,0,0,4,0,0,122880,6,0,4,1048576,0,8008,0,0
24058,1,0,0,0,4,0,0,0,6,0,4,1048576,0,29280,0,0
24059,1,0,0,0,4,28336,48,24576,8,0,3,1048576,0,0,0,0
24060,1,28,489424,0,4,0,0,0,7,10,7,1048576,0,395480,0,0
24061,1,0,0,10,6,0,0,0,6,0,9,1048576,0,21080,0,0
24062,1,0,0,0,4,0,0,123996,2,50,7,1048576,0,27056,0,0
24063,1,0,0,0,4,3285488,113501,0,8,0,6,1048576,0,543284,0,0
24064,1,0,0,0,5,0,0,53248,9,0,5,1048576,32768,149436,0,0
24065,1,28,75984,0,5,0,0,69632,9,0,5,1048576,33088,36432,0,0
24066,1,0,0,0,4,0,0,0,6,0,5,1048576,0,30560,1,0
24067,1,0,0,5,5,346272,144,311296,11,0,5,1048576,64,16,0,0
24068,1,0,0,1,4,0,0,4096,6,0,3,1048576,0,255856,0,0
24069,1,28,4304,0,4,0,0,524584,8,0,4,1048576,0,6020,0,0
24070,1,0,0,9,6,196608,115,0,7,0,11,0,0,86652,0,0
24071,1,0,0,7,6,245760,66,0,9,0,9,0,0,65800,0,0
24072,1,0,0,0,5,0,0,0,10,0,4,4194304,32768,109800,0,0
24073,1,0,0,0,5,0,0,4096,9,0,3,1048576,32768,61744,0,0
24074,1,0,0,0,4,0,0,8192,8,0,3,1048576,34112,55632,0,0
24075,1,0,0,0,5,0,0,8192,12,0,6,1048576,1024,14856,0,0
24076,1,0,0,0,4,14400,66,4096,8,0,4,1048576,0,130296,0,0
24077,1,0,0,6,8,390348,144,0,6,0,3,0,0,1024,0,0
24078,1,0,0,5,5,414208,144,352256,11,0,5,1048576,64,16,0,0
24079,1,0,0,0,5,0,0,0,54,193,4,1048576,0,0,0,0
24080,1,28,66208,4,4,0,0,65536,7,10,4,1048576,0,1192,0,0
24081,1,0,0,0,5,0,0,8192,2,50,4,1048576,32768,32480,0,0
24082,1,0,0,0,5,0,0,12288,9,0,7,1048576,32768,2136,0,0
24083,1,0,0,0,4,0,0,8192,5,12,4,1048576,0,2190220,0,0
24084,1,0,0,0,4,0,0,104372,2,50,5,1048576,0,1636,0,0
24085,1,0,0,0,4,0,0,8192,8,0,3,1048576,34112,947348,0,0
24086,1,28,4096,0,4,4416,348,562900,7,10,7,1048576,0,16152,0,0
24087,1,0,0,0,5,0,0,0,10,0,4,1048576,32768,5476,0,0
24088,1,0,0,0,5,0,0,53248,9,0,4,1048576,32768,174900,0,0
24089,1,0,0,9,5,377756,128,0,7,0,3,0,0,616,0,0
24090,1,0,0,0,5,0,0,0,63,13,4,1048576,0,0,0,0
24091,1,0,0,0,4,2552163,113,0,6,0,6,1048576,0,1388544,0,0
24092,1,0,0,5,10,249856,99,0,8,0,12,0,0,86588,0,0
24093,1,0,0,0,4,0,2415919104,0,0,0,9,1048576,0,112984,0,0
24094,1,0,0,0,4,0,0,0,5,12,4,1048576,0,1008,0,0
24095,1,0,0,1,4,0,0,0,2,2,6,2097152,0,51712,0,0
24096,1,0,0,0,4,65536,115,0,5,0,8,1048576,0,25916,0,0
24097,1,0,0,0,4,0,0,0,2,25,10,1048576,0,4294942044,0,0
24098,1,0,0,0,5,0,0,8192,9,0,19,1048576,32768,0,0,0
24099,1,0,0,0,4,0,0,8192,6,0,3,1048576,34112,5808,0,0
24100,1,0,0,0,4,0,0,24592,5,12,4,1048576,0,2400,0,0
24101,1,0,0,0,5,0,0,229376,9,0,6,1048576,32768,12984,0,0
24102,1,0,0,0,4,0,0,0,2,25,11,1048576,0,35328,0,0
24103,1,0,0,0,5,0,0,36864,10,0,5,1048576,32832,11080,0,0
24104,1,0,0,0,4,0,0,205708,2,50,9,1048576,0,25196,0,0
24105,1,0,0,0,4,130576,71,4096,7,10,4,1048576,0,1904,0,0
24106,1,0,0,0,4,21136,104,4096,8,0,4,1048576,64,4848,0,0
24107,1,0,0,0,5,0,0,200704,9,0,4,8000000,32768,53152,0,0
24108,1,0,0,0,4,0,0,312660,2,50,6,1048576,0,2636,0,0
24109,1,0,0,9,6,352256,110,0,9,0,10,0,0,1656,0,0
24110,1,0,0,0,5,0,0,0,10,0,3,1048576,32768,3204,0,0
24111,1,0,0,0,4,0,0,8192,5,12,4,1048576,0,445100,0,0
24112,1,0,0,0,4,57024,258,49152,6,0,4,1048576,0,0,0,0
24113,1,28,88624,0,5,0,0,81920,9,0,5,1048576,33088,52120,0,0
24114,1,28,78768,0,5,0,0,69632,9,0,5,1048576,33088,138344,0,0
24115,1,0,0,1,4,0,0,0,2,4,7,2097152,0,45056,0,0
24116,1,0,0,1,4,6,0,4096,6,0,4,1048576,0,23740,0,0
24117,1,0,0,0,5,0,0,28672,9,0,3,1048576,32768,1440,0,0
24118,1,0,0,0,4,0,0,8192,5,12,4,1048576,0,793960,0,0
24119,1,28,53440,0,4,59248,238,53248,8,0,5,1048576,0,77376,0,0
24120,1,0,0,9,10,382000,176,0,6,0,3,0,0,872,0,0
24121,1,0,0,0,4,0,0,24576,6,0,4,1048576,0,19836,0,0
24122,1,0,0,0,5,0,0,45056,10,0,5,1048576,33088,1334,0,0
24123,1,0,0,5,4,0,0,4096,6,0,3,1048576,0,11068,0,0
24124,1,0,0,0,5,135184,382,135168,12,0,7,1048576,0,652,0,0
24125,1,28,169200,0,5,0,0,167936,9,0,6,1048576,33088,1316,0,0
24126,1,0,0,0,5,0,0,53248,9,0,4,1048576,32768,91800,0,0
24127,1,0,0,0,5,0,0,16384,9,0,5,1048576,0,2352,0,0
24128,1,0,0,0,4,21168,147,20480,8,0,5,1048576,0,40556,0,0
24129,1,0,0,0,4,0,0,0,5,12,4,1048576,0,11904,0,0
24130,1,0,0,0,5,0,0,217088,9,0,4,1048576,32768,41000,0,0
24131,1,0,0,0,4,85,136,201832,6,0,6,1048576,0,150844,0,0
24132,1,0,0,9,7,306224,68,0,8,0,3,0,0,2916,0,0
24133,1,0,0,0,4,0,0,424500,2,50,3,1048576,0,0,0,0
24134,1,0,0,0,4,138208,81,61440,8,0,6,1048576,64,1052,0,0
24135,1,0,0,0,4,0,0,8192,5,12,4,1048576,0,425000,0,0
24136,1,0,0,2,4,0,0,4096,6,0,3,1048576,0,11090,0,0
24137,1,0,0,0,4,0,0,24576,6,0,5,1048576,0,896,0,0
24138,1,0,0,7,4,0,0,1060864,83,82,7,1048576,0,9904,0,0
24139,1,0,0,0,4,0,0,0,2,25,10,1048576,0,65024,0,0
24140,1,28,77840,0,5,0,0,69632,9,0,5,1048576,33088,100352,0,0
24141,1,0,0,0,4,0,0,8192,6,0,3,1048576,34112,652,0,0
24142,1,28,258816,0,5,0,0,258048,10,0,4,1048576,33024,72640,0,0
24143,1,0,0,0,14,14967,410,61504,47,39,9,1048576,0,4052,0,0
24144,1,0,0,0,4,0,0,69632,6,0,4,1048576,0,52320,0,0
24145,1,0,0,8,7,321764,68,0,5,2,3,0,0,1868,0,0
24146,1,0,0,0,5,0,0,118784,9,0,4,1048576,32768,91064,0,0
24147,1,0,0,0,5,0,0,77824,10,0,4,1048576,32768,16968,0,0
24148,1,0,0,0,4,0,0,0,2,25,8,1048576,0,107134,0,0
24149,1,28,4176,0,4,21696,117,4096,8,0,5,1048576,64,1036,0,0
24150,1,0,0,1,4,0,0,0,0,0,2,1048576,0,4772,0,0
24151,1,0,0,8,6,407920,68,0,5,0,3,0,0,2212,0,0
24152,1,0,0,0,4,77296,91,53248,8,0,5,1048576,0,15304,0,0
24153,1,0,0,0,5,0,0,0,40,186,3,1048576,0,0,0,0
24154,1,0,0,1,4,0,0,4096,6,0,3,1048576,0,2180,0,0
24155,1,0,0,0,5,0,0,36864,9,0,5,1048576,32768,133444,1,0
24156,1,0,0,0,4,0,0,0,2,25,6,0,1,1536,0,0
24157,1,0,0,10,7,382080,176,0,8,0,3,0,0,900,0,0
24158,1,0,0,7,4,0,0,4096,6,0,3,1048576,0,17500,0,0
24159,1,28,39040,9,5,0,0,65536,9,0,5,1048576,32832,69760,0,0
24160,1,0,0,6,4,0,0,28672,6,0,6,1048576,32768,37384,0,0
24161,1,28,36992,0,4,40256,146,36864,2,25,5,1048576,0,24456,0,0
24162,1,0,0,5,5,444848,144,344064,11,0,5,1048576,64,16,0,0
24163,1,0,0,0,4,31408,71,4096,7,10,5,1048576,0,13048,0,0
24164,1,0,0,0,4,70512,90,61440,8,0,5,1048576,0,36100,0,0
24165,1,0,0,0,4,0,0,0,6,0,5,1048576,0,376560,0,0
24166,1,0,0,6,10,402932,144,0,9,0,3,0,0,1324,0,0
24167,1,0,0,0,5,0,0,4096,9,0,6,1048576,32768,26784,0,0
24168,1,0,0,0,4,0,0,45056,7,10,5,1048576,0,75088,0,0
24169,1,0,0,0,5,0,0,0,85,54,4,1048576,0,0,0,0
24170,1,0,0,10,10,386156,68,0,6,0,3,0,0,928,0,0
24171,1,0,0,0,4,0,0,8192,6,0,3,1048576,34112,5816,0,0
24172,1,0,0,0,4,67200,180,0,6,0,3,1048576,0,1072,0,0
24173,1,0,0,8,8,0,0,0,8,0,6,1048576,0,22180,0,0
24174,1,0,0,0,4,0,0,24576,6,0,4,1048576,0,10512,0,0
24175,1,28,4096,10,5,0,0,73728,10,0,5,1048576,32832,54728,0,0
24176,1,0,0,0,4,130912,70,4096,8,0,4,1048576,0,2328,0,0
24177,1,0,0,0,4,0,0,12288,5,12,4,1048576,0,1188,0,0
24178,1,28,66352,0,4,0,0,65536,7,10,6,1048576,0,1016,0,0
24179,1,28,134272,0,8,139546,92,237696,29,21,8,1048576,0,1419,0,0
24180,1,0,0,5,5,390592,144,327680,11,0,5,1048576,64,16,0,0
24181,1,0,0,0,4,0,0,0,5,12,4,1048576,0,165200,0,0
24182,1,28,33584,0,5,0,0,69632,9,0,5,1048576,33088,36440,0,0
24183,1,0,0,0,4,0,0,376832,6,0,4,1048576,0,215104,0,0
24184,1,0,0,0,4,0,0,102400,6,0,4,1048576,0,29824,0,0
24185,1,0,0,7,10,212992,125,0,8,0,11,0,0,65876,0,0
24186,1,28,28768,0,4,55232,294,28672,7,10,5,1048576,0,29584,0,0
24187,1,28,4656,0,4,41104,4223,155532,8,0,5,1048576,0,0,0,0
24188,1,0,0,0,4,0,0,78740,2,50,11,1048576,0,0,0,0
24189,1,0,0,0,4,943140917,1886221358,0,2,25,8,1048576,0,112984,0,0
24190,1,0,0,0,4,0,0,32768,7,0,4,1048576,0,176752,0,0
24191,1,0,0,0,4,0,0,8192,5,12,4,1048576,0,300648,0,0
24192,1,0,0,8,4,0,0,24576,6,0,4,1048576,0,53328,0,0
24193,1,0,0,0,5,0,0,8192,9,0,5,1048576,1024,7152,0,0
24194,1,0,0,5,6,212992,96,0,5,0,12,0,0,68956,0,0
24195,1,0,0,0,5,0,0,0,9,0,4,4194304,32768,15320,0,0
24196,1,0,0,0,5,0,0,32768,9,0,11,1048576,32768,2280,0,0
24197,1,0,0,0,4,0,0,262144,6,0,4,1048576,0,11192,0,0
24198,1,28,119408,0,5,0,0,118784,7,0,4,1048576,32768,112524,0,0
24199,1,0,0,1,4,0,0,0,6,0,3,1048576,0,9244,0,0
24200,1,28,4240,0,4,179456,83,4096,7,10,4,1048576,0,9808,0,0
24201,1,0,0,0,4,17968,154,4096,8,0,4,1048576,0,20224,0,0
24202,1,0,0,0,4,20496,68,4096,0,0,4,1048576,0,11600,0,0
24203,1,0,0,0,5,0,0,65536,10,0,4,1048576,33024,1504,0,0
24204,1,28,4304,0,4,29344,4181,598432,8,0,5,1048576,0,134832,0,0
24205,1,0,0,0,5,65536,258,63134,11,0,7,1048576,0,7070,0,0
24206,1,0,0,0,5,0,0,8192,9,0,4,1048576,32768,48512,0,0
24207,1,0,0,0,4,0,0,4096,8,0,3,1048576,0,31908,0,0
24208,1,0,0,0,4,0,0,8192,5,12,4,1048576,0,3260,0,0
24209,1,0,0,0,4,258048,98,0,2,25,7,0,1,447548,0,0
24210,1,0,0,0,4,0,0,0,2,25,3,1048576,0,8732,0,0
24211,1,0,0,5,6,292916,96,0,6,0,3,0,0,1896,0,0
24212,1,28,110592,0,5,36896,5561,32768,13,0,12,1048576,0,47006,0,0
24213,1,28,65536,0,4,68240,404,57692,8,0,7,1048576,0,6984,0,0
24214,1,0,0,0,5,0,0,192512,9,0,6,1048576,32768,3840,0,0
24215,1,0,0,0,4,0,0,8192,8,0,3,1048576,34112,84696,0,0
24216,1,0,0,0,5,0,0,184320,9,0,6,1048576,32768,904,0,0
24217,1,0,0,0,4,34576,116,20480,8,0,6,1048576,64,1880,0,0
24218,1,0,0,5,7,416548,68,0,7,0,3,0,0,2640,0,0
24219,1,28,65536,0,11,65564,4962,77824,36,27,10,1048576,0,2240,0,0
24220,1,0,0,0,4,0,0,4096,7,10,3,1048576,1024,0,0,0
24221,1,0,0,7,10,411980,68,0,7,0,3,0,0,2168,0,0
24222,1,0,0,0,4,0,0,0,6,0,6,1048576,0,2960,0,0
24223,1,0,0,0,5,0,0,0,2,25,2,1048576,0,197073,0,0
24224,1,0,0,0,4,32720,79,24576,8,0,6,1048576,64,7357,0,0
24225,1,0,0,0,4,0,0,0,2,25,8,1048576,0,403480,0,0
24226,1,0,0,5,5,0,0,0,7,0,3,262144,32768,19060,0,0
24227,1,0,0,0,5,0,0,4096,10,0,5,1048576,33088,19704,0,0
24228,1,0,0,4,4,1,1,0,5,12,3,1048576,0,1036,0,0
24229,1,0,0,0,5,20608,119,4096,9,0,4,1048576,0,36104,0,0
24230,1,0,0,0,5,0,0,0,9,0,3,1048576,32832,0,0,0
24231,1,0,0,5,9,374012,144,0,6,0,3,0,0,968,0,0
24232,1,0,0,0,4,0,0,0,5,0,5,1048576,0,15360,0,0
24233,1,0,0,0,4,0,0,32768,7,0,4,1048576,0,175124,0,0
24234,1,0,0,0,5,0,0,53248,7,0,4,1048576,32768,188312,0,0
24235,1,0,0,0,4,0,0,49152,6,0,5,1048576,0,353296,0,0
24236,1,0,0,0,5,0,0,176128,9,0,6,1048576,0,4056,0,0
24237,1,28,172032,0,4,172336,392,62060,8,0,9,1048576,64,2808,0,0
24238,1,0,0,0,4,128172,94,122880,6,0,5,1048576,0,23200,0,0
24239,1,0,0,0,4,0,0,336464,2,50,4,1048576,0,2204,0,0
24240,1,0,0,5,9,407192,116,0,6,0,3,0,0,1384,0,0
24241,1,0,0,5,5,0,0,255000,2,50,4,1048576,0,21102,0,0
24242,1,0,0,0,5,0,0,32768,9,0,5,1048576,32768,19528,0,0
24243,1,0,0,9,7,255672,68,0,5,1,3,0,0,5280,0,0
24244,1,0,0,0,4,0,0,139976,2,50,4,1048576,0,7304,0,0
24245,1,28,4656,0,4,120544,4366,135404,8,0,9,1048576,64,108264,0,0
24246,1,28,57344,0,4,69424,432,49584,2,25,7,1048576,0,48176,0,0
24247,1,0,0,0,4,0,0,0,5,12,4,1048576,0,6868,0,0
24248,1,0,0,0,5,0,0,98304,9,0,5,1048576,0,4400,0,0
24249,1,0,0,0,4,0,0,0,5,0,3,1048576,0,23532,0,0
24250,1,28,4240,0,4,21232,97,4096,8,0,5,1048576,64,1036,0,0
24251,1,28,77392,0,5,0,0,69632,9,0,5,1048576,33088,138344,0,0
24252,1,0,0,0,5,0,0,155648,9,0,9,1048576,32768,696,0,0
24253,1,0,0,0,5,0,0,24576,10,0,5,1048576,33088,681732,1,0
24254,1,0,0,0,4,0,0,8192,5,12,4,1048576,0,1078852,0,0
24255,1,0,0,0,5,0,0,81920,10,0,4,1048576,33024,1276,0,0
24256,1,0,0,0,5,0,0,45056,9,0,5,1048576,32768,51912,0,0
24257,1,0,0,0,4,79456,93,69632,8,0,5,1048576,0,36100,0,0
24258,1,0,0,7,10,217088,114,0,7,0,12,0,0,45124,0,0
24259,1,0,0,0,5,0,0,204800,9,0,6,1048576,32768,8432,0,0
24260,1,0,0,0,4,126976,137,0,2,25,7,0,1,5120,0,0
24261,1,0,0,0,4,129120,75,4096,7,10,4,1048576,0,2224,0,0
